"","harga","tahun","mileage","variant","transmisi","warna","mesin","merk","model","penumpang","lokasi"
"1614",99500000,2018,15000,"M","Manual","Merah",998,"Daihatsu","Ayla",5,"DKI Jakarta » Cilangkap"
"1615",7.9e+07,2006,112000,"E","Manual","Silver",1497,"Toyota","Yaris",5,"Jawa Barat » Sentul City"
"1616",27500000,1997,250000,"","Manual","Biru",1300,"Suzuki","Carry",7,"Banten » Cisauk"
"1617",7.5e+07,2010,116022,"CPS B-Line","Automatic","Abu-abu",1597,"Proton","Exora",7,"Jawa Timur » Tegalsari"
"1618",1.75e+08,2008,100701,"240G","Automatic","Silver",2362,"Toyota","Harrier",5,"DKI Jakarta » Jelambar"
"1619",7.9e+08,2012,22000,"F06","Automatic","Putih",2979,"BMW","640i",5,"DKI Jakarta » Menteng"
"1620",4.6e+07,2008,142840,"GL","Manual","Silver",1495,"Hyundai","Avega",5,"Banten » Maja"
"1621",9.2e+07,2010,97500,"Highway Star Autech","Automatic","Silver",1998,"Nissan","Serena",7,"Jawa Barat » Tasikmalaya"
"1622",1.15e+08,2016,23871,"X","Automatic","Hitam",1329,"Daihatsu","Xenia",7,"Banten » Bintaro"
"1623",1.85e+08,2014,62500,"2.0 SKYACTIV A/T","Automatic","Hitam",1997,"Mazda","Biante",8,"DKI Jakarta » Kayu Jati"
"1624",1.35e+08,2013,150000,"TX","Manual","Silver",1495,"Daihatsu","Terios",7,"DKI Jakarta » Pasar Minggu"
"1625",1.1e+08,2004,120000,"G","Manual","Silver",1998,"Toyota","Kijang Innova",8,"Banten » Karawaci"
"1626",1.59e+08,2007,102500,"","Automatic","Hitam",2495,"Nissan","Elgrand",7,"Jawa Timur » Pandaan"
"1627",7e+07,2002,19290,"SX","Manual","Hitam",1781,"Toyota","Kijang",9,"Jawa Barat » Purwakarta"
"1628",1.25e+08,2017,12500,"1.2L","Automatic","Merah",1198,"Nissan","March",5,"Jawa Barat » Pancoran Mas"
"1629",2.35e+08,2015,167500,"G","Automatic","Hitam",1998,"Toyota","Kijang Innova",8,"Banten » Ciputat"
"1630",9.8e+08,2012,22500,"","Manual","Hitam",2979,"BMW","1 Series M",4,"DKI Jakarta » Kebon Jeruk"
"1631",4.3e+08,2016,60557,"Dakar","Automatic","Putih",2477,"Mitsubishi","Pajero Sport",7,"Banten » Serang"
"1632",234999999,2018,12500,"TRD Sportivo","Manual","Hitam",1496,"Toyota","Rush",7,"Jawa Timur » Siwalan Kerto"
"1633",1e+08,2005,138000,"V","Manual","Hitam",1998,"Toyota","Kijang Innova",8,"Banten » BSD"
"1634",9e+07,2003,80000,"E46","Automatic","Silver",1995,"BMW","318i",5,"DKI Jakarta » S.Parman"
"1635",1.8e+08,2015,71000,"S","Automatic","Hitam",1497,"Honda","Freed",7,"DKI Jakarta » Kebayoran Baru"
"1636",1.1e+08,2010,85000,"RS","Automatic","Abu-abu",1496,"Honda","Jazz",5,"Nangroe Aceh Darussalam » Muara Dua"
"1637",7.8e+07,2007,100000,"i-DSI","Manual","Biru",1497,"Honda","Jazz",5,"Jawa Barat » Jatibening"
"1638",2.99e+08,2013,54000,"TSI","Automatic","Abu-abu",NA,"Volkswagen","Scirocco",4,"Jawa Barat » Karadenan"
"1639",7.9e+07,2012,67500,"1.2L","Automatic","Silver",1198,"Nissan","March",5,"Riau » Bukit Raya"
"1640",5.89e+08,2014,33700,"S","Automatic","Merah",1998,"MINI","Cooper",4,"Jawa Timur » Wiyung"
"1641",3.3e+07,1997,102500,"","Manual","Abu-abu",1800,"Mazda","323",5,"Jawa Barat » Sukatani"
"1642",128557894,2013,12500,"GX","Manual","Abu-abu",1373,"Suzuki","Ertiga",7,"Jawa Barat » Beji"
"1643",8.5e+07,2005,190000,"T30","Automatic","Abu-abu",2488,"Nissan","X-Trail",5,"DKI Jakarta » Meruya"
"1644",302500000,2018,17950,"V","Automatic","Hitam",1998,"Toyota","Kijang Innova",8,"Jawa Barat » Parongpong"
"1645",132500000,2013,81000,"Veloz","Manual","Hitam",1496,"Toyota","Avanza",7,"DKI Jakarta » Cipete"
"1646",3.15e+08,2014,70000,"Dakar","Automatic","Putih",2477,"Mitsubishi","Pajero Sport",7,"Jawa Barat » Pasir Koja"
"1647",8e+07,2010,137000,"Ultimate","Automatic","Hitam",1498,"Nissan","Grand Livina",7,"Jawa Barat » Tanah Baru"
"1648",9.5e+07,2006,189000,"1.7","Manual","Silver",1668,"Honda","Stream",7,"Banten » Tangerang Kota"
"1649",1.23e+08,2013,137000,"Veloz","Manual","Silver",1496,"Toyota","Avanza",7,"DKI Jakarta » Lenteng Agung"
"1650",1.15e+08,2016,85000,"X DELUXE","Manual","Merah",1329,"Daihatsu","Xenia",7,"DKI Jakarta » Pondok Gede"
"1651",6.3e+07,2003,233000,"G","Automatic","Hitam",1496,"Toyota","Vios",5,"Jawa Barat » Beji"
"1652",1.26e+08,2014,75200,"Titanium","Manual","Putih",1499,"Ford","EcoSport",5,"Sulawesi Selatan » Bajeng"
"1653",1.29e+08,2017,17500,"EXCEED","Automatic","Merah",1193,"Mitsubishi","Mirage",5,"DKI Jakarta » Pangeran Jayakarta"
"1654",1.35e+08,2016,56000,"E","Manual","Hitam",1329,"Toyota","Avanza",7,"Banten » Citra Raya"
"1655",1.3e+08,2002,140000,"W163","Manual","Biru",2685,"Mercedes-Benz","ML270",7,"Jawa Barat » Cinere"
"1656",1.25e+08,2016,67500,"E","Automatic","Putih",1329,"Toyota","Avanza",7,"DKI Jakarta » Radio Dalam"
"1657",1e+08,2015,42500,"A5B","Automatic","Silver",1197,"Suzuki","Splash",5,"DKI Jakarta » Radio Dalam"
"1658",9.15e+08,2018,10025,"Avantgarde","Automatic","Hitam",1991,"Mercedes-Benz","E200",5,"Jawa Barat » Cimanggis"
"1659",9.5e+07,2009,97500,"Highway Star","Automatic","Silver",1998,"Nissan","Serena",7,"Banten » Banjar Wijaya"
"1660",1.35e+08,2014,45000,"UB","Manual","Putih",1396,"KIA","Rio",5,"Jawa Barat » Kesambi"
"1661",2.18e+08,2013,82000,"G","Automatic","Silver",2494,"Toyota","Kijang Innova",8,"Jawa Tengah » Baki"
"1662",123500000,2014,87000,"G","Manual","Hitam",1298,"Toyota","Avanza",7,"Lampung » Tanjung Karang Barat"
"1663",1.28e+08,2015,82500,"G","Automatic","Hitam",1329,"Toyota","Avanza",7,"Jawa Barat » Jati Asih"
"1664",2.5e+08,2016,12500,"E","Automatic","Abu-abu",1497,"Honda","HR-V",5,"DKI Jakarta » Pesanggarahan"
"1665",1.52e+08,2013,138000,"V","Automatic","Hitam",1998,"Toyota","Kijang Innova",8,"DKI Jakarta » Tambora"
"1666",2.37e+08,2017,27000,"S","Automatic","Silver",1497,"Honda","HR-V",5,"DKI Jakarta » Cilandak"
"1667",96500000,2016,51000,"G","Manual","Silver",998,"Toyota","Agya",5,"Nusa Tenggara Barat » Praya"
"1668",1.2e+08,2007,125000,"S","Manual","Hitam",1495,"Toyota","Rush",5,"Jawa Timur » Pandaan"
"1669",3.83e+08,2017,17500,"SRZ","Automatic","Hitam",2694,"Toyota","Fortuner",7,"DKI Jakarta » Kelapa Gading"
"1670",7.3e+07,2005,47500,"","Manual","Biru",1000,"Suzuki","Katana",5,"DKI Jakarta » Duren Sawit"
"1671",2.15e+08,2013,93000,"G","Automatic","Abu-abu",2494,"Toyota","Kijang Innova",8,"Jawa Barat » Ciamis"
"1672",3.5e+07,1978,100000,"1.4 Manual","Manual","Hijau",1400,"Mitsubishi","Colt",2,"Yogyakarta » Bantul"
"1673",1.25e+08,2016,48000,"E","Automatic","Silver",1329,"Toyota","Avanza",7,"DKI Jakarta » Jagakarsa"
"1674",1.1e+08,2013,39000,"GX","Manual","Merah",1373,"Suzuki","Ertiga",7,"Banten » Larangan"
"1675",3.79e+08,2017,30000,"VRZ","Automatic","Hitam",2393,"Toyota","Fortuner",7,"DKI Jakarta » Kalideres"
"1676",4.75e+08,2015,16000,"F56","Automatic","Emas",1499,"MINI","Cooper",4,"DKI Jakarta » Pantai Indah Kapuk"
"1677",1.45e+08,2015,59000,"Highway Star","Automatic","Putih",1498,"Nissan","Grand Livina",7,"Jawa Timur » Tuban"
"1678",1.2e+08,2013,168728,"Veloz","Manual","Silver",1496,"Toyota","Avanza",7,"DKI Jakarta » Meruya"
"1679",3.6e+08,2012,62000,"X","Automatic","Hitam",2362,"Toyota","Vellfire",8,"DKI Jakarta » Kebayoran Baru"
"1680",1.1e+08,2010,97500,"ST","Automatic","Putih",1490,"Suzuki","Swift",5,"Jawa Timur » Klojen"
"1681",1.26e+08,2018,26000,"Satya E","Manual","Putih",1199,"Honda","Brio",5,"Jawa Barat » Pamanukan"
"1682",6.15e+08,2018,2500,"Luxury","Automatic","Putih",1998,"BMW","320i",5,"DKI Jakarta » Grogol"
"1683",2.25e+08,2013,107000,"VTi","Automatic","Hitam",NA,"Honda","Accord",5,"DKI Jakarta » Tebet"
"1684",1.1e+08,2016,42500,"E","Automatic","Merah",1197,"Toyota","Calya",7,"Jawa Timur » Kauman"
"1685",4.57e+08,2019,7500,"Ultimate","Automatic","Putih",1499,"Mitsubishi","Eclipse Cross",5,"Banten » Bintaro"
"1686",1.35e+08,2015,68925,"Veloz","Automatic","Silver",1496,"Toyota","Avanza",7,"DKI Jakarta » Pancoran"
"1687",1.8e+08,2006,72500,"V","Automatic","Hitam",2994,"Toyota","Alphard",7,"DKI Jakarta » Duren Sawit"
"1688",6e+07,1999,52500,"EC5","Manual","Biru",2498,"Mitsubishi","Galant",5,"Jawa Barat » Jati Asih"
"1689",1.95e+08,2014,102000,"G Luxury","Automatic","Putih",1998,"Toyota","Kijang Innova",7,"DKI Jakarta » Pesanggarahan"
"1690",8.75e+08,2016,24033,"Avantgarde","Automatic","Hitam",1991,"Mercedes-Benz","E300",5,"Jawa Barat » Bekasi"
"1691",4.25e+08,2017,32500,"Prestige Prestige VTEC","Automatic","Abu-abu",1498,"Honda","CR-V",7,"Lampung » Rajabasa"
"1692",2.65e+08,2017,62500,"G","Automatic","Silver",1998,"Toyota","Kijang Innova",8,"Banten » BSD"
"1693",1.1e+08,2014,42500,"EXCEED","Automatic","Abu-abu",1193,"Mitsubishi","Mirage",5,"Banten » BSD"
"1694",1.85e+08,2016,32000,"Limited Edition","Automatic","Merah",1496,"Mazda","2",5,"Jawa Tengah » Purworejo Klampok"
"1695",1.1e+08,2015,87500,"LTZ","Manual","Hitam",1485,"Chevrolet","Spin",7,"DKI Jakarta » Pasar Minggu"
"1696",6.5e+07,2009,101000,"Estilo","Manual","Biru",1061,"Suzuki","Karimun",5,"DKI Jakarta » Kemayoran"
"1697",3.65e+08,2017,40100,"ES","Automatic","Hitam",1498,"Honda","Civic",5,"DKI Jakarta » Bintaro"
"1698",2.1e+08,2015,130000,"E Special Edition","Automatic","Silver",1799,"Honda","HR-V",5,"Banten » Gading Serpong"
"1699",2.32e+08,2016,84000,"G","Automatic","Hitam",1998,"Toyota","Kijang Innova",8,"Jawa Timur » Mulyosari"
"1700",1.55e+08,2012,80000,"G","Automatic","Abu-abu",1998,"Toyota","Kijang Innova",8,"Jawa Barat » Bojong"
"1701",4.6e+08,2016,55000,"Sport","Automatic","Hitam",1997,"BMW","328i",5,"Jawa Barat » Cimahi Utara"
"1702",9.8e+07,2007,121000,"G","Manual","Hitam",1298,"Toyota","Avanza",7,"DKI Jakarta » Kebon Jeruk"
"1703",1.8e+08,2014,12500,"Titanium","Automatic","Biru",1999,"Ford","Focus",5,"Kepulauan Riau » Batam Center"
"1704",2.68e+08,2014,57500,"G TRD","Manual","Putih",2494,"Toyota","Fortuner",7,"Jawa Tengah » Sluke"
"1705",8e+07,2006,202500,"BK","Automatic","Silver",1598,"Mazda","3",5,"DKI Jakarta » Pondok Bambu"
"1706",7.5e+08,2015,4100,"F-Sport","Automatic","Abu-abu",1998,"Lexus","NX200t",5,"DKI Jakarta » Cibubur"
"1707",1.8e+08,2017,57500,"RS","Automatic","Abu-abu",1496,"Honda","Mobilio",7,"Jawa Barat » Jatiwarna"
"1708",9.5e+07,2005,78000,"G","Manual","Silver",1998,"Toyota","Kijang Innova",8,"Jawa Barat » Jatimulya"
"1709",1.35e+08,2011,87000,"G","Automatic","Abu-abu",1998,"Toyota","Kijang Innova",8,"DKI Jakarta » Duren Sawit"
"1710",7.7e+07,2003,140545,"XP60","Automatic","Biru",1496,"Toyota","IST",5,"Jawa Barat » H.Juanda Dago"
"1711",4.5e+07,1991,200000,"","Manual","Abu-abu",1300,"Toyota","Starlet",5,"Sumatera Barat » Padang Barat"
"1712",3.05e+08,2013,27500,"TSI","Automatic","Merah",NA,"Volkswagen","Scirocco",4,"DKI Jakarta » Sunter"
"1713",1.5e+08,2005,98000,"E260","Automatic","Hitam",2597,"Mercedes-Benz","E260",5,"DKI Jakarta » Pakubuwono"
"1714",1.3e+08,2011,109596,"E","Automatic","Silver",1497,"Honda","City",5,"Jawa Barat » Harapan Jaya"
"1715",1.03e+08,2009,127500,"G","Manual","Hitam",1298,"Toyota","Avanza",7,"Jawa Timur » Bubutan"
"1716",3.05e+08,2014,107500,"WildTrak","Automatic","Putih",2198,"Ford","Ranger",5,"Jawa Barat » Bogor Barat"
"1717",1.47e+08,2018,22500,"G","Manual","Abu-abu",1329,"Toyota","Avanza",7,"DKI Jakarta » Bintaro"
"1718",6e+07,2000,297500,"2.5L Hi Grade","Manual","Biru",2500,"Isuzu","Panther",7,"Bengkulu » Kepahiang"
"1719",98500000,2012,109000,"Sport","Automatic","Putih",1596,"Ford","Fiesta",5,"Banten » Cipadu"
"1720",49750000,1996,172500,"2.2 Manual","Manual","Hijau",2238,"Isuzu","Panther",7,"Jawa Timur » Benowo"
"1721",4.35e+08,2015,62000,"T32","Automatic","Hitam",2488,"Nissan","X-Trail",7,"Jawa Barat » Setra Duta"
"1722",4.05e+08,2013,43000,"Luxury","Automatic","Putih",1997,"BMW","328i",5,"Banten » Serpong Summarecon"
"1723",5e+07,1994,297500,"","Manual","Hitam",1500,"Toyota","Kijang",7,"DKI Jakarta » Pisangan Lama"
"1724",1.95e+08,2015,72500,"D5","Automatic","Silver",1998,"Mitsubishi","Delica",7,"DKI Jakarta » Cilandak"
"1725",2.65e+08,2013,37500,"1.8 TFSI PI","Automatic","Hitam",1798,"Audi","A4",5,"DKI Jakarta » Kelapa Gading"
"1726",2.7e+07,1981,150000,"2.0 Manual","Manual","Marun",2000,"Mercedes-Benz","200",4,"Jawa Barat » Kopo"
"1727",1.13e+08,2014,75000,"SV","Manual","Putih",1498,"Nissan","Grand Livina",7,"Jawa Barat » Padalarang"
"1728",89500000,2004,107500,"Spirit S2","Manual","Hitam",2389,"Nissan","Terrano",5,"Jawa Tengah » Tembalang"
"1729",2.3e+08,2019,12500,"E Prestige","Automatic","Putih",1497,"Honda","BR-V",7,"Jawa Barat » Bogor"
"1730",1.56e+08,2015,75000,"TRD Sportivo","Automatic","Hitam",1495,"Toyota","Rush",5,"Banten » Serpong Summarecon"
"1731",1.32e+08,2009,66700,"S","Automatic","Silver",1495,"Toyota","Rush",5,"Jawa Timur » Taman"
"1732",1.1e+08,2007,17500,"10-S","Manual","Silver",2499,"Ford","Everest",10,"Banten » Batu Ceper Daan Mogot"
"1733",1.33e+08,2010,80000,"E","Automatic","Hitam",1497,"Honda","City",5,"Jawa Timur » Klampis"
"1734",99999999,2016,62000,"E","Manual","Putih",1197,"Toyota","Calya",7,"Jawa Barat » Baleendah"
"1735",9.6e+07,2014,75000,"G","Manual","Abu-abu",1197,"Toyota","Etios Valco",5,"Jawa Tengah » Margadana"
"1736",1.55e+08,2013,57000,"TRD Sportivo","Manual","Putih",1495,"Toyota","Rush",5,"Yogyakarta » Sleman"
"1737",1.1e+08,2008,207500,"E Standard","Manual","Abu-abu",1998,"Toyota","Kijang Innova",8,"DKI Jakarta » Cilincing"
"1738",1.9e+08,2015,66000,"S","Automatic","Hitam",1497,"Honda","HR-V",5,"Jawa Barat » Cibinong"
"1739",1.17e+08,2010,131000,"S","Automatic","Hitam",1497,"Honda","City",5,"Jawa Timur » Sambikerep"
"1740",1.24e+08,2015,12500,"M STD","Manual","Putih",989,"Daihatsu","Xenia",7,"DKI Jakarta » Jakarta Selatan"
"1741",1e+08,2012,56500,"XV","Automatic","Putih",1498,"Nissan","Evalia",7,"Jawa Barat » Margahayu"
"1742",1.19e+08,2006,82500,"FD","Manual","Silver",1799,"Honda","Civic",5,"DKI Jakarta » Duri Kosambi"
"1743",1.45e+08,2018,30000,"E","Manual","Putih",1329,"Toyota","Avanza",7,"Jawa Tengah » Jepara"
"1744",4.55e+08,2015,59595,"Sport","Automatic","Abu-abu",1595,"Mercedes-Benz","GLA200",5,"Banten » Kampung Utan"
"1745",1.4e+08,2010,93000,"RS","Automatic","Hitam",1496,"Honda","Jazz",5,"Jawa Timur » Malang Kota"
"1746",3.45e+08,2011,71000,"Avantgarde","Automatic","Putih",2996,"Mercedes-Benz","C300",5,"Banten » BSD"
"1747",1.25e+08,1995,5000,"","Automatic","Biru",3964,"Jeep","Cherokee",5,"DKI Jakarta » Mampang Prapatan"
"1748",3.55e+08,2017,36112,"i-VTEC","Automatic","Putih",1997,"Honda","CR-V",5,"DKI Jakarta » Puri Indah"
"1749",8.7e+07,2016,40000,"X","Manual","Merah",998,"Daihatsu","Ayla",5,"Sumatera Selatan » Ilir Barat I"
"1750",1.54e+08,2016,81000,"Veloz","Automatic","Silver",1496,"Toyota","Avanza",7,"Jawa Barat » Perwira"
"1751",8.9e+07,2012,52500,"Sport+","Automatic","Merah",1596,"Ford","Fiesta",5,"DKI Jakarta » Kalimalang"
"1752",6.3e+07,2005,130000,"VTEC","Automatic","Emas",1497,"Honda","City",5,"DKI Jakarta » Cipinang"
"1753",2.35e+08,2016,60000,"RS","Automatic","Abu-abu",1497,"Honda","Jazz",5,"Jawa Timur » Kenjeran"
"1754",59500000,2003,159000,"1.6 GLXi","Manual","Silver",1584,"Mitsubishi","Lancer",5,"Jawa Barat » Mustikajaya"
"1755",1.02e+08,2014,89000,"SV","Manual","Silver",1498,"Nissan","Grand Livina",7,"DKI Jakarta » Cipayung"
"1756",9.3e+07,2014,80000,"G","Manual","Putih",998,"Toyota","Agya",5,"Jawa Barat » Cikampek"
"1757",4.7e+08,2012,90000,"AMG","Automatic","Hitam",1796,"Mercedes-Benz","E250",4,"Jawa Timur » Rungkut"
"1758",2.3e+07,1980,7500,"","Manual","Biru",1300,"Toyota","Corolla",5,"Banten » Tangerang Kota"
"1759",1.75e+08,2014,112500,"E","Automatic","Putih",1497,"Honda","City",5,"DKI Jakarta » Radio Dalam"
"1760",1.45e+08,2017,80000,"GX","Manual","Hitam",1373,"Suzuki","Ertiga",7,"Sumatera Utara » Medan Amplas"
"1761",1.5e+08,2018,26000,"RS","Automatic","Marun",1199,"Honda","Brio",5,"Jawa Barat » Narogong"
"1762",9.9e+07,2016,58000,"G","Manual","Merah",998,"Toyota","Agya",5,"Jawa Timur » Kedungkandang"
"1763",148500000,2013,74000,"G","Automatic","Putih",1998,"Toyota","Kijang Innova",8,"Banten » Pasarkemis"
"1764",1.78e+08,2016,105000,"TRD Sportivo Ultimo","Automatic","Putih",1495,"Toyota","Rush",7,"Jawa Barat » Rawalumbu"
"1765",2.2e+08,2016,32500,"G","Manual","Abu-abu",1998,"Toyota","Kijang Innova",8,"Banten » Banjar Wijaya"
"1766",1.25e+08,2012,62500,"G","Manual","Silver",1298,"Toyota","Avanza",7,"Jawa Timur » Puri"
"1767",1.25e+08,2010,159000,"S","Manual","Silver",1495,"Toyota","Rush",5,"DKI Jakarta » Ciracas"
"1768",2.3e+07,1991,58887,"1.3","Manual","Abu-abu",1300,"Suzuki","Esteem",5,"Jawa Barat » Cileunyi"
"1769",2.85e+08,2008,65000,"E70","Automatic","Hitam",2996,"BMW","X5",7,"Jawa Barat » Lengkong"
"1770",1.6e+08,2010,53000,"VTi-L","Automatic","Hitam",NA,"Honda","Accord",5,"Jawa Barat » Lengkong"
"1771",9.3e+07,2017,111111,"GS Wagon R","Manual","Silver",998,"Suzuki","Karimun Wagon R",5,"Jawa Timur » Manguharjo"
"1772",1.33e+08,2012,75000,"1.5 CVT","Automatic","Merah",1498,"Nissan","Juke",5,"Banten » Pasarkemis"
"1773",2.1e+08,2015,47500,"S","Automatic","Silver",1497,"Honda","HR-V",5,"Jawa Timur » Guluk Guluk"
"1774",7.8e+07,2013,48000,"X Elegant","Manual","Silver",998,"Daihatsu","Ayla",5,"DKI Jakarta » Ciganjur"
"1775",3.37e+08,2013,60000,"X X","Automatic","Hitam",2362,"Toyota","Alphard",7,"DKI Jakarta » Kelapa Gading"
"1776",1e+08,2012,87500,"Sport","Automatic","Silver",1596,"Ford","Fiesta",5,"DKI Jakarta » Cengkareng"
"1777",1.6e+08,2012,202500,"","Manual","Kuning",3908,"Mitsubishi","Colt",2,"DKI Jakarta » Cawang"
"1778",2.75e+08,2013,104000,"Sports Version","Manual","Hitam",2488,"Nissan","Navara",5,"Banten » Villa Melati Mas"
"1779",9e+08,2016,62500,"d 4Matic","Automatic","Hitam",2143,"Mercedes-Benz","GLE250",5,"DKI Jakarta » Cideng"
"1780",8e+07,2014,60000,"SE 5","Manual","Kuning",1248,"KIA","Picanto",5,"Jawa Tengah » Solo"
"1781",9.5e+07,2013,97500,"D FMC DELUXE","Automatic","Putih",1298,"Daihatsu","Sirion",5,"DKI Jakarta » Kebayoran Lama"
"1782",1.88e+08,2014,25650,"GT","Automatic","Silver",1496,"Mazda","2",5,"DKI Jakarta » Kebayoran Lama"
"1783",9.5e+07,1989,44000,"","Manual","Hitam",2962,"Mercedes-Benz","300E",5,"Bali » Labasari"
"1784",3.2e+08,2015,32500,"Grand Touring","Automatic","Putih",2488,"Mazda","CX-5",5,"DKI Jakarta » Kebon Jeruk"
"1785",1.2e+08,2010,297500,"4.0","Manual","Hijau",4000,"Hino","Dutro",2,"Jawa Timur » Kraton"
"1786",1.07e+08,2017,100,"R Deluxe","Manual","Hitam",1197,"Daihatsu","Sigra",7,"Banten » Kademangan"
"1787",9.2e+07,2012,67500,"","Manual","Putih",2999,"Isuzu","D-Max",5,"Jawa Barat » Pameungpeuk"
"1788",1.23e+08,2011,130000,"Autech","Automatic","Abu-abu",1997,"Nissan","X-Trail",5,"DKI Jakarta » Kebayoran Baru"
"1789",9e+07,2013,202500,"Royale","Automatic","Putih",2497,"Hyundai","H-1",8,"Jawa Timur » Balongbendo"
"1790",8e+07,2007,170000,"Limited 4x2","Automatic","Coklat",2261,"Ford","Escape",5,"Jawa Barat » Cipanas"
"1791",2.35e+08,2019,22000,"TRD Sportivo","Manual","Orange",1496,"Toyota","Yaris",5,"DKI Jakarta » Bandara"
"1792",7.4e+07,2008,125000,"M","Manual","Hitam",1298,"Daihatsu","Sirion",5,"Jawa Barat » Jatirangga"
"1793",5e+07,1985,162500,"F70 GT","Manual","Abu-abu",2765,"Daihatsu","Taft",5,"Bangka Belitung » Bangka Timur"
"1794",5.9e+07,2005,128000,"LS","Manual","Silver",1799,"Chevrolet","Optra",5,"Jawa Barat » Jatiwarna"
"1795",1.05e+08,2011,245000,"Autech","Automatic","Hitam",1997,"Nissan","X-Trail",5,"Jawa Barat » delta mas"
"1796",3.2e+08,2014,56000,"TSI","Automatic","Biru",NA,"Volkswagen","Scirocco",4,"DKI Jakarta » Kelapa Gading"
"1797",1.07e+08,2007,142500,"2.0 i-VTEC","Automatic","Silver",1997,"Honda","CR-V",5,"Jawa Barat » Narogong"
"1798",1.05e+08,2017,87500,"R Deluxe","Automatic","Putih",1197,"Daihatsu","Sigra",7,"Jawa Timur » Baratajaya"
"1799",1.23e+08,2010,62500,"E","Manual","Hitam",1497,"Honda","City",5,"DKI Jakarta » Kebayoran Lama"
"1800",1.57e+08,2013,50000,"C140","Automatic","Hitam",1998,"Chevrolet","Captiva",7,"Jawa Tengah » Grogol"
"1801",4.9e+08,2015,22500,"Avantgarde","Automatic","Hitam",1991,"Mercedes-Benz","C200",5,"DKI Jakarta » Rawamangun"
"1802",2.22e+08,2016,52500,"E","Automatic","Hitam",1497,"Honda","HR-V",5,"DKI Jakarta » Rawamangun"
"1803",2.45e+08,2015,39000,"T32","Automatic","Hitam",2488,"Nissan","X-Trail",7,"Jawa Timur » Dukuh Pakis"
"1804",42500000,1994,252500,"","Manual","Biru",1500,"Toyota","Kijang",7,"Jawa Barat » Titian kencana"
"1805",1.14e+08,2007,87500,"VTi","Automatic","Hitam",NA,"Honda","Accord",5,"DKI Jakarta » Rawamangun"
"1806",8.2e+07,2014,82500,"G","Automatic","Merah",998,"Toyota","Agya",5,"DKI Jakarta » Rawamangun"
"1807",6.3e+07,2010,112000,"Estilo","Manual","Silver",996,"Suzuki","Karimun",5,"Lampung » Sukabumi"
"1808",1.02e+08,2010,97500,"E","Automatic","Hitam",1497,"Toyota","Yaris",5,"DKI Jakarta » Rawamangun"
"1809",117500000,2016,32500,"X DELUXE","Manual","Silver",1329,"Daihatsu","Xenia",7,"Banten » Pamulang"
"1810",4.4e+08,2013,82500,"ZG","Automatic","Hitam",2362,"Toyota","Vellfire",7,"DKI Jakarta » Kelapa Gading"
"1811",4.5e+07,1997,123456,"","Manual","Hijau",1600,"Suzuki","Baleno",5,"Jawa Timur » Sukodono"
"1812",4.49e+08,2011,7500,"GV","Manual","Abu-abu",2457,"Subaru","WRX STi",5,"DKI Jakarta » Sunter"
"1813",8.5e+07,2007,57500,"G","Manual","Silver",1497,"Toyota","Vios",5,"DKI Jakarta » Kebayoran Lama"
"1814",1.75e+08,2017,30000,"E","Manual","Abu-abu",1497,"Honda","BR-V",7,"DKI Jakarta » Cilincing"
"1815",102500000,2013,122500,"X-Gear","Automatic","Merah",1498,"Nissan","Livina X-Gear",5,"Yogyakarta » Sleman"
"1816",8.1e+07,2002,187500,"LS Hi Grade","Manual","Silver",2499,"Isuzu","Panther",7,"DKI Jakarta » Otista"
"1817",2.85e+08,2018,38000,"G","Automatic","Putih",1998,"Toyota","Kijang Innova",8,"DKI Jakarta » Jagakarsa"
"1818",1.4e+08,2018,57500,"S L","Manual","Putih",1485,"Wuling","Confero",8,"Jawa Timur » Tambaksari"
"1819",2.4e+08,2013,72000,"2.4","Automatic","Hitam",2354,"Honda","CR-V",5,"Kalimantan Tengah » Jekan Raya"
"1820",1.1e+08,2015,102500,"Satya E","Manual","Merah",1198,"Honda","Brio",5,"Jawa Tengah » Semarang Barat"
"1821",2.3e+08,2015,74000,"T32","Automatic","Putih",2488,"Nissan","X-Trail",7,"DKI Jakarta » Pesanggarahan"
"1822",9e+07,2017,45000,"M","Manual","Hitam",998,"Daihatsu","Sigra",7,"Jawa Barat » Kota Sukabumi"
"1823",5.8e+07,2002,167500,"CD","Manual","Silver",1796,"Chevrolet","Zafira",7,"Jawa Barat » Cirebon"
"1824",58500000,2001,150000,"EC5","Manual","Silver",2498,"Mitsubishi","Galant",5,"Jawa Barat » Bekasi"
"1825",3.2e+07,1990,365000,"","Manual","Hitam",970,"Suzuki","Katana",5,"Jambi » Jambi Selatan"
"1826",8e+07,1997,102500,"E39 2.8 Automatic","Automatic","Silver",2793,"BMW","528i",5,"DKI Jakarta » Pasar Rebo"
"1827",82700000,2003,162500,"FGX","Manual","Biru",1498,"Daihatsu","Taruna",7,"Jawa Barat » Sukatani"
"1828",4.3e+07,2008,79000,"Medium Line","Manual","Silver",1597,"Proton","Persona",5,"Jawa Barat » Babelan"
"1829",1.14e+08,2012,39800,"Ultimate","Automatic","Abu-abu",1498,"Nissan","Grand Livina",7,"DKI Jakarta » Kalisari"
"1830",6.1e+08,2017,7500,"F56","Automatic","Putih",1499,"MINI","Cooper",4,"Banten » Gading Serpong"
